judul,berita,emiten
"Rupiah dan IHSG Ditutup Menguat, Saham BBNI dan TLKM Laris Diborong Asing","suara.com - emiten telekomunikasi andalan pemerintah, pt telkom indonesia (persero) tbk ( tlkm ) diagendakan bakal bagikan dividen sebesar rp 14,86 triliun atau rp 149,97 per saham .",['tlkm']
"Rupiah dan IHSG Ditutup Menguat, Saham BBNI dan TLKM Laris Diborong Asing","berdasarkan keterangan resmi yang disampaikan melalui keterbukaan informasi, jadwal pembagian dividen saham tlkm adalah sebagai berikut: 7 juni 2022, cum dividen di pasar reguler dan pasar negosiasi 8 juni 2022, pembagian dividen di pasar reguler dan pasar negosiasi 9 juni 2022, cum dividen di pasar tunai 10 juni 2022, ex dividen di pasar tunai 9 juni 2022, recording date pemegang saham yang berhak menerima dividen 30 juni 2022, pembayaran dividen para pemegang saham.","['buka', 'tlkm']"
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","punya pricing power hadapi kenaikan harga komoditas, begini rekomendasi saham icbp reporter: hikma dirgantara | editor: herlina kartika dewi kontan.co.id - jakarta.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044",pt indofood cbp sukses makmur tbk ( icbp ) sukses membukukan kinerja yang solid sepanjang kuartal i-2022.,['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","tercatat, icbp berhasil membukukan pendapatan sebesar rp 17,19 triliun atau naik 14% secara year on year (yoy).",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","analis maybank sekuritas indonesia willy goutama mengungkapkan, kinerja icbp pada kuartal i-2022 tersebut cenderung berada sedikit di atas ekspektasi pihaknya.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","menurutnya, pertumbuhan pada penjualan seluruh divisi telah memberikan kontribusi terhadap pertumbuhan top line maupun bottom line icbp.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","tercatat, bisnis utama icbp, yakni mi instan membukukan penjualan senilai rp 11.9 triliun atau naik 12,6% secara yoy.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","“kami melihat pembukaan ekonomi menjadi katalis positif bagi kinerja icbp secara umum pada kuartal i-2022,” kata willy.","['buka', 'icbp']"
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","willy meyakini, pemulihan daya beli serta penurunan tingkat pengangguran ke depan akan menjadi dua faktor utama yang akan memberikan implikasi positif terhadap kinerja icbp ke depan.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","meskipun icbp tidak mengimpor gandum dari india, tapi kebijakan tersebut dinilai bisa membuat harga gandum tetap tinggi.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","hal ini cukup berdampak pada icbp mengingat berdasarkan hitungan willy, 71% dari keseluruhan penjualan icbp pada tahun ini berkaitan dengan gandum.","['icbp', 'icbp']"
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","namun, dia meyakini, icbp yang sudah punya branding kuat memiliki bemper yang lebih baik untuk menghadapi kenaikan harga komoditas.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","pasalnya, icbp bisa meningkatkan asp untuk mengurangi tekanan dari biaya produksi, tapi tanpa harus khawatir kehilangan konsumen.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","berdasarkan observasinya, volume penjualan mi instan icbp masih tetap bisa tumbuh pada periode 2013 & 2014, padahal pada periode tersebut asp naik 9% & 16%.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","hal ini seiring dengan produk mi instan icbp yang dipandang sebagai salah satu kebutuhan pokok, serta menjadi market leader.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044",“icbp merupakan market leader untuk segmen mi instan yang kontribusi penjualannya 70% terhadap pendapatan.,['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","icbp juga punya pricing power yang baik untuk mengatasi tekanan dari kenaikan harga komoditas,” imbuhnya.",['icbp']
"Ditopang Saham Pertambangan, IHSG Hari Ini Ditutup Tembus Level 7.044","saat ini, willy memberikan rating beli untuk saham icbp dengan target harga rp 12.000 per saham cek berita dan artikel yang lain di google news",['icbp']
"IHSG Naik 0,97% ke 7.044 di Perdagangan Selasa (21/6), Asing Net Sell Rp 430 Miliar","ihsg dibuka menguat pada perdagangan jumat (3/6) pagi, asing lepas adro, mdka, ptba reporter: herlina kd | editor: herlina kartika dewi kontan.co.id - jakarta.","['buka', 'adro', 'mdka', 'ptba']"
"IHSG Naik 0,97% ke 7.044 di Perdagangan Selasa (21/6), Asing Net Sell Rp 430 Miliar",indeks harga saham gabungan (ihsg) dibuka menguat pada perdagangan jumat (3/6).,['buka']
"IHSG Naik 0,97% ke 7.044 di Perdagangan Selasa (21/6), Asing Net Sell Rp 430 Miliar","top gainers lq45 pagi ini adalah: 1. pt merdeka copper gold tbk ( mdka ) (1,92%) 2. pt waskita karya (persero) tbk ( wskt ) (1,83%) 3. pt japfa comfeed indonesia tbk ( jpfa ) (1,43%) top losers lq45 pagi ini adalah: 1. pt charoen pokphand indonesia tbk ( cpin ) (-3,24%) 2. pt harum energy tbk ( hrum ) (-1,73%) 3. pt mitra keluarga karyasehat tbk ( mika ) (-0,74%) investor asing mencatatkan penjualan bersih rp 28,26 miliar di seluruh pasar.","['mdka', 'wskt', 'jpfa', 'cpin', 'hrum', 'mika']"
"IHSG Naik 0,97% ke 7.044 di Perdagangan Selasa (21/6), Asing Net Sell Rp 430 Miliar","saham-saham dengan penjualan bersih terbesar asing adalah pt adaro energy indonesia tbk ( adro ) rp 10,9 miliar, pt merdeka copper gold tbk ( mdka ) rp 8,1 miliar dan pt bukit asam tbk ( ptba ) rp 3,3 miliar.","['adro', 'mdka', 'ptba']"
"IHSG Naik 0,97% ke 7.044 di Perdagangan Selasa (21/6), Asing Net Sell Rp 430 Miliar","sedangkan saham-saham dengan pembelian bersih terbesar asing adalah pt bank rakyat indonesia tbk ( bbri ) rp 10,6 miliar, pt bank mandiri (persero) tbk ( bmri ) rp 6,7 miliar dan pt united tractors tbk ( untr ) rp 2,9 miliar.","['bbri', 'bmri', 'untr']"
"Beda Nasib, Cek Harga Saham BBRI & BBCA di Perdagangan Bursa Selasa (21/6)","ihsg dibuka menguat, berikut rekomendasi saham untuk dikoleksi hari ini merdeka.com - indeks harga saham gabungan (ihsg) bursa efek indonesia (bei), dibuka menguat 27,96 poin atau 0,39 persen ke posisi 7.176,68. sementara kelompok 45 saham unggulan atau indeks lq45 naik 6,58 poin atau 0,63 persen ke posisi 1.046,48. ceo pt yugen bertumbuh sekuritas, william surya wijaya memperkirakan, indeks saham berada pada rentang 7.002 hingga 7.157. mengakhiri pekan pendek, perjalanan ihsg masih dalam rentang konsolidasi ditengah masih maraknya deviden.","['buka', 'buka']"
"Beda Nasib, Cek Harga Saham BBRI & BBCA di Perdagangan Bursa Selasa (21/6)","adapun beberapa saham rekomendasi pada perdagangan hari ini, di antaranya adalah sebagai berikut: - hmsp - unvr - bbca - bjtm - bina - ctra - pwon - asri - wika [bim]","['hmsp', 'unvr', 'bbca', 'wika']"
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","saham bank menguat, ihsg dibuka naik ke level 7.176,68 republika.co.id, jakarta -- indeks harga saham gabungan (ihsg) berbalik arah ke zona hijau pada hari ini, jumat (3/6/2022), setelah sempat ditutup terkoreksi pada perdagan kemarin.",['buka']
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","pagi ini, ihsg dibuka naik ke level 7.176,68. ihsg mendapat dukungan dari saham empat bank besar yang menguat signifikan.",['buka']
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","bbni melompat 2,54 persen setelah kemarin amblas lebih dari 3 persen.",['bbni']
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","kemudian bbri menyusul naik 1,34 persen.",['bbri']
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","bbca dan bmri masing-masing naik 0,91 persen dan 0,66 persen.","['bbca', 'bmri']"
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","pagi ini, ihsg dibuka naik ke level 7.176,68. ihsg mendapat dukungan dari saham empat bank besar yang menguat signifikan.",['buka']
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","bbni melompat 2,54 persen setelah kemarin amblas lebih dari 3 persen.",['bbni']
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","kemudian bbri menyusul naik 1,34 persen.",['bbri']
"Buyback Diperpanjang Lagi, Adaro (ADRO) Sudah Kantongi Potential Gain 65,28 Persen","bbca dan bmri masing-masing naik 0,91 persen dan 0,66 persen.","['bbca', 'bmri']"
"Indeks Bisnis-27 Ijo Royo-royo, PTBA dan INCO Paling Membara","saham bank menguat, ihsg dibuka naik ke level 7.176,68 republika.co.id, jakarta -- indeks harga saham gabungan (ihsg) berbalik arah ke zona hijau pada hari ini, jumat (3/6/2022), setelah sempat ditutup terkoreksi pada perdagan kemarin.",['buka']
"Indeks Bisnis-27 Ijo Royo-royo, PTBA dan INCO Paling Membara","pagi ini, ihsg dibuka naik ke level 7.176,68. ihsg mendapat dukungan dari saham empat bank besar yang menguat signifikan.",['buka']
"Indeks Bisnis-27 Ijo Royo-royo, PTBA dan INCO Paling Membara","bbni melompat 2,54 persen setelah kemarin amblas lebih dari 3 persen.",['bbni']
"Indeks Bisnis-27 Ijo Royo-royo, PTBA dan INCO Paling Membara","kemudian bbri menyusul naik 1,34 persen.",['bbri']
"Indeks Bisnis-27 Ijo Royo-royo, PTBA dan INCO Paling Membara","bbca dan bmri masing-masing naik 0,91 persen dan 0,66 persen.","['bbca', 'bmri']"
"Gaet Perusahaan Diaspora Indonesia di Hong Kong, BNI Dorong UMKM Jawa Barat Tembus Pasar Global","ihsg menghijau pada awal sesi, investor asing beli saham bbri hingga untr liputan6.com, jakarta - laju indeks harga saham gabungan (ihsg) berada di zona hijau mengikuti bursa saham asia dan wall street pada perdagangan jumat (3/6/2022).","['bbri', 'untr']"
"Gaet Perusahaan Diaspora Indonesia di Hong Kong, BNI Dorong UMKM Jawa Barat Tembus Pasar Global","pada pembukaan perdagangan, ihsg naik 28 poin ke posisi 7.176,68. indeks lq45 menguat 0,46 persen ke posisi 1.045. sebagian besar indeks acuan menghijau.",['buka']
"Gaet Perusahaan Diaspora Indonesia di Hong Kong, BNI Dorong UMKM Jawa Barat Tembus Pasar Global","saham-saham yang masuk top gainers antara lain: -saham ptdu melonjak 24,63 persen -saham bmsr melonjak 24,43 persen -saham asha melonjak 23,68 persen -saham dfam melonjak 12,66 persen -saham hais melonjak 9,82 persen saham-saham yang masuk top losers antara lain: -saham bika melemah 6,99 persen -saham bell melemah 6,88 persen -saham abmm melemah 6,69 persen -saham mtps melemah 6,56 persen -saham hope melemah 6,55 persen saham-saham yang dibeli investor asing antara lain: -saham bbri senilai rp 15,7 miliar -saham bmri senilai rp 11,7 miliar -saham antm senilai rp 11,1 miliar -saham bbni senilai rp 4,8 miliar -saham untr senilai rp 4,2 miliar saham-saham yang dilepas investor asing antara lain: -saham admr senilai rp 25,9 miliar -saham adro senilai rp 15,6 miliar -saham mdka senilai rp 12,4 miliar -saham inco senilai rp 10,5 miliar -saham asii senilai rp 9,6 miliar bursa saham asia sebagian menguat.","['bbri', 'bmri', 'antm', 'bbni', 'untr', 'adro', 'mdka', 'inco', 'asii']"
"Gaet Perusahaan Diaspora Indonesia di Hong Kong, BNI Dorong UMKM Jawa Barat Tembus Pasar Global","bursa saham china daratan berhasil menguat seiring shanghai kembali dibuka pada rabu, 1 juni 2022 setelah penguncian berminggu-minggu terkait covid-19.",['buka']
"Saham TINS Rebound, Menguat 50 Poin","akhir pekan, ihsg masih di jalur hijau menuju 7.200 jakarta, cnbc indonesia - indeks harga saham gabungan (ihsg) dibuka menguat pada perdagangan jelang akhir pekan, jumat (3/6/2022) ke level 7.176.68. pada pukul 09.36 wib, ihsg menguat 0,7% ke level 7.199,05. pagi ini ihsg sempat menyentuh level tertingginya di 7.215,25 dan terendahnya di 7.170,69. investor asing tercatat net sell sebesar rp 36,27 miliar di seluruh pasar.",['buka']
"Saham TINS Rebound, Menguat 50 Poin","di sisi lain, saham big cap bank tertekan tajam dengan bbni -3.5% bmri -3.5% bbri -3.2% bbca -2.3%.","['bbni', 'bmri', 'bbri', 'bbca']"
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"indeks bisnis-27 dibuka menguat, saham brpt, bbni, dan bbri memimpin bisnis.com , jakarta – membuka perdagangan dengan melemah pada hari ini, jumat (3/6/2022), seiring dengan naiknya indeks harga saham gabungan ( ).","['buka', 'brpt', 'bbni', 'bbri', 'buka']"
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"berdasarkan data bursa efek indonesia pukul 09.10 wib., indeks hasil kerja sama bursa dan harian bisnis indonesia tersebut terpantau menguat 0,57 persen atau 3,31 poin ke level 581,68. adapun pada perdagangan, kamis (2/6/2022), indeks bisnis-27 menutup pergerakan dengan parkir di level 578.37. pada pembukaan perdagangan hari ini dari seluruh anggota konstituen, mayoritas yaitu sebanyak 21 saham menguat, 3 saham melemah, dan 3 saham lainnya terpantau berada di posisi yang sama dengan perdagangan sebelumnya alias stagnan.",['buka']
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"(brpt) terpantau memimpin penguatan dengan naik 1,82 persen atau 15 poin ke level 840. selanjutnya saham perbankan pt bank negara indonesia tbk.",['brpt']
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"(bbni) menguat 1,69 persen atau 150 poin ke level 9.000. saham pt bank rakyat indonesia tbk.",['bbni']
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"(bbri) turut terapresiasi 1,34 persen atau 60 poin ke level 4.540. saham antm, untr, mncn, dan mdka turut terapresiasi dengan kenaikan masing-masing sebesar 1,20 persen, 1,19 persen, 1,04 persen, dan 0,96 persen.","['bbri', 'antm', 'untr', 'mncn', 'mdka']"
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"(cpin) menjadi penahan penguatan indeks bisnis-27 di pagi ini dengan turun 2,78 persen atau 150 poin ke level 5.250. dua saham lain yang juga melemah adalah pt adaro energy indonesia tbk.",['cpin']
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"(adro) yang turun sebesar 0,90 persen dan membawanya ke level 3.300. begitu juga dengan saham pt unilever indonesia tbk.",['adro']
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"(unvr) yang turun 0,63 persen ke level 4.760. adapun, tiga saham yang berada di posisi yang sama dengan perdagangan sebelumnya adalah saham bfin, indf, dan pwon.","['unvr', 'bfin', 'indf']"
BCA Kucurkan Kredit Rp 472 Miliar ke Eco Paper Indonesia,"sementara itu indeks harga saham gabungan ( ) pagi ini dibuka menguat dan pada pukul 09.10 wib telah naik sebesar 0,33 persen atau 23,83 poin ke level 7.172,55. bergabung dan dapatkan analisis informasi ekonomi dan bisnis melalui email anda.",['buka']
"Nggak Peduli Asing Kabur, IHSG ke Level Psikologis 7.000","hanya satu sektor negatif, ihsg menguat 0,38 persen di sesi opening ipotnews - ihsg dibuka menguat pada perdagangan hari ini, jumat (3/6), di level 7.176 dari sesi penutupan kemarin di level 7.148. pada pukul 09.09 wib indeks masih di zona penguatan sebesar 0,38 persen atau 26 poin menjadi 7.175 terpantau indeks sempat menyentuh level tertinggi 7.215 dan terendah di level 7.175 yang konsisten menguat.",['buka']
"Nggak Peduli Asing Kabur, IHSG ke Level Psikologis 7.000","kemudian untuk emiten yang masih stabil pergerakan nilai sahamnya yaitu asii , mmlp , pwon , indy , link .",['asii']
"Nggak Peduli Asing Kabur, IHSG ke Level Psikologis 7.000","sedangkan emiten yang menjadi top losser dgns -5,52 persen, ssms -2,73 persen, lppf -2,35 persen, cpin -2,31 persen dan mika -1,86 persen.","['cpin', 'mika']"
"Nggak Peduli Asing Kabur, IHSG ke Level Psikologis 7.000","saham-saham yang paling banyak dibeli oleh asing (nett) yaitu bbri , bmri , antm , untr , avia .","['bbri', 'bmri', 'antm', 'untr']"
"Nggak Peduli Asing Kabur, IHSG ke Level Psikologis 7.000","adapun saham yang paling banyak dijual oleh asing (nett) yaitu adro , mdka , fren , ptba , admr .","['adro', 'mdka', 'ptba']"
"Lagi, ADRO Perpanjang Buyback Saham Senilai Rp4 triliun","berikut ini beberapa rekomendasi dari yugen bertumbuh sekuritas, untuk saham-saham berpotensi dicermati pada perdagangan hari ini, diantaranya adalah: - hmsp - unvr - bbca - bjtm - bina - ctra - pwon - asri - wika research analyst artha sekuritas indonesia, dennies christoper menambahkan, ada beberapa saham yang layak dicermati pada perdagangan hari ini.","['hmsp', 'unvr', 'bbca', 'wika']"
"Lagi, ADRO Perpanjang Buyback Saham Senilai Rp4 triliun","dia pun masih merekomendasikan saham milik hmsp hm sampoerna tbk dengan target price 1.150 - 1.175, tingkat masuk 1.080 - 1.100, dan stop loss 1.070 ""mengalami koreksi dengan volume rendah dan masih bertahan di atas level support,"" katanya.",['hmsp']
"Lagi, ADRO Perpanjang Buyback Saham Senilai Rp4 triliun","selain hmsp, dennies juga rekomendasikan saham milik ptpp pp tbk.","['hmsp', 'ptpp']"
"Lagi, ADRO Perpanjang Buyback Saham Senilai Rp4 triliun","menurutnya, ptpp masih menarik dicermati dengan target price 950 - 975, tingkat masuk 900 -920, dan stop loss 885.",['ptpp']
"Lagi, ADRO Perpanjang Buyback Saham Senilai Rp4 triliun","disclaimer: artikel ini merupakan rekomendasi dan analisis saham dari analis sekuritas yang bersangkutan, bukan untuk mengajak membeli atau menjual saham tertentu.",['buka']
"Laba BNI Tahun Lalu Melonjak 232,2%, User BNI Mobile Banking Meningkat Signifikan Pertebal Optimisme 2022","ihsg dibuka menguat, ini saham-saham yang bisa jadi pilihan indeks harga saham gabungan atau ihsg pagi hari ini dibuka menguat.","['buka', 'buka']"
"Laba BNI Tahun Lalu Melonjak 232,2%, User BNI Mobile Banking Meningkat Signifikan Pertebal Optimisme 2022","sementara ihsg hari ini dibuka melemah, bursa amerika serikat ditutup menguat.",['buka']
"Laba BNI Tahun Lalu Melonjak 232,2%, User BNI Mobile Banking Meningkat Signifikan Pertebal Optimisme 2022","artha sekuritas portfolio hmsp (hold), bsde (hold), ptpp (hold), tlkm (hold), eraa (sell) indy, pwon, ctra, mppa, unvr itulah data ihsg hari ini.","['hmsp', 'ptpp', 'tlkm', 'eraa', 'unvr']"
